word,creole_word,creole name
hairdresser,kwafè,Haitian
Haitian,Aiysyen,Haitian
hall,"koridò, òl",Haitian
ham,janbon,Haitian
hammer,mato,Haitian
hand,men,Haitian
handbag,valiz,Haitian
handcuffs,menòt,Haitian
handful,ponyen,Haitian
handkerchief,mouchwa,Haitian
handle,"manch,  manyen, touche, okipe",Haitian
handlebars,gidon,Haitian
handsaw,"legoin, goin, goyin",Haitian
handshake,lanmen,Haitian
handy,"itil,sou la men",Haitian
hang,"pann, kwoke",Haitian
hang out (to idle),pandye,Haitian
hang up,kwoke,Haitian
hangover,an mal makak,Haitian
happen,"rive, pase",Haitian
harbor,"pò, waf",Haitian
harm,maltrete,Haitian
to harness,hanache,Haitian
harvest,rekòlte,Haitian
hate,"èn, rayisman,  rayi",Haitian
haul,"bwote, chaje",Haitian
have,genyen,Haitian
he,li,Haitian
headache,maltèt,Haitian
health,"sante, lasante",Haitian
heap,pil,Haitian
heart,kè (heart),Haitian
heaven,"suèl, paradi",Haitian
heavy,"lou, peze",Haitian
Hebrew,ebre,Haitian
hedge,"bòdi, lizyè",Haitian
heed,fè atansyon,Haitian
heel,talon,Haitian
height,wotè,Haitian
hell,lanfè,Haitian
hello,bonjou,Haitian
hen,maman poul,Haitian
herb,zepis,Haitian
here,"isit, men",Haitian
herself,li-menm,Haitian
hesitate,ezite,Haitian
hiccup,okèt,Haitian
hideous,"lèd, efreyan",Haitian
high school,lekèl segondè,Haitian
hill,mòn,Haitian
hillbilly,moun mòn,Haitian
hire,enplwaye,Haitian
historic,istorik,Haitian
hoarse,answe,Haitian
hoe,wou,Haitian
hog,kochon,Haitian
hold,kenbe,Haitian
hole,twou,Haitian
holiday,knoje,Haitian
hollow,kre,Haitian
holy,sen,Haitian
home,lakay,Haitian
home economics,ekonomi domestik,Haitian
homespun,natif natal,Haitian
honest,onèt,Haitian
honey,"siwo, siwo myèl",Haitian
honor,lonè,Haitian
hoof,pat zannimo,Haitian
hook,"kwòk, zen,  kwoke",Haitian
hop up and down,ponpe,Haitian
hope,"lespwa,  espere",Haitian
horn,"kòn, klakxonn",Haitian
hornet,gèp,Haitian
hospitality,ospitalite,Haitian
hostess,otès,Haitian
hotel,lotèl,Haitian
however,"men, sepedan",Haitian
howl,ranni,Haitian
huge,gro,Haitian
human,"moun, imen",Haitian
humble,modès,Haitian
humid,"imid, mouye",Haitian
humiliate,fè ront,Haitian
hunchback,bosu,Haitian
hundred,san,Haitian
hurricane,siklòn,Haitian
hurry,"kouri, prese",Haitian
husband,mari,Haitian
hush,silans,Haitian
hyphen,"tirè,  ",Haitian
hip, pelvis,Haitian
voodoo priest,"houngan, ,    I ~ Kreyol pronunciation ( e )( as in eve )",Haitian
ID Card,kat-didantite,Haitian
ice pick,pik,Haitian
identify,idantifye,Haitian
identification,idantite,Haitian
idiot,idyo,Haitian
if,si,Haitian
ignorance," iyorans (same as: liyorans, inyorance)",Haitian
ignorant of,iyore,Haitian
ignorant," iyoran (same as: sòt, kreten)",Haitian
ignore,vag,Haitian
ill,malad,Haitian
ill-bred,maledve,Haitian
image,imaj,Haitian
imaginatiom,imajinasyon,Haitian
imagine,imajine,Haitian
imbecile,enbesil (same as: joko),Haitian
imitate,imite,Haitian
imitation,imitasyon,Haitian
immature (unripe),ole,Haitian
immediate,imedyat,Haitian
immediately,touswit,Haitian
immense,imans,Haitian
immigrant,imigran,Haitian
immigration,v. imigrasyon,Haitian
immoral,imoral,Haitian
immortal,imòtèl,Haitian
impart,montre,Haitian
impatient,enpasyan,Haitian
implicate,enplije,Haitian
important,enpòtan,Haitian
impossible,enposib,Haitian
impress,enpresyone,Haitian
in a good mood,sou san (sou san-m),Haitian
in a while,talè,Haitian
in case,sizoka,Haitian
in it,ladan,Haitian
in order to,pou,Haitian
in February 1993,nan mwa fevrye lane 1993,Haitian
in step,opa,Haitian
"in that area, around there",la-yo,Haitian
in the wink of an eye,taptap (adv.),Haitian
in vain,pou granmèsi,Haitian
inbred,ras kabrit,Haitian
inbreed,akouple,Haitian
incense,lansan,Haitian
incessantly,plede,Haitian
inch,pous,Haitian
incise,koupe,Haitian
incite,ensite,Haitian
inclination,"pant, enklinasyon",Haitian
increase,"ogmantasyon,  ogmante",Haitian
incredible,enkwayab,Haitian
indeed,kanmenm,Haitian
independent,endepandan,Haitian
index,endeks indicate,Haitian
indict,akize,Haitian
indignation,endiyasyon,Haitian
individual,"grenn pa grenn,  oun",Haitian
industrialization,endistriyalizasyon,Haitian
infect,enfekte,Haitian
influence,enfliyans,Haitian
information,"enfomasyon, vansèyman",Haitian
inherit,eritye,Haitian
inheritance,eritaj,Haitian
initial,"inisyal, premye",Haitian
ink,lank,Haitian
innocent,inosan,Haitian
inquire,fè demann,Haitian
insist,ensiste,Haitian
insolent,ensolan,Haitian
inspect,kontrole,Haitian
install,v. enstale,Haitian
instant,"enstantane,  moman",Haitian
instead,olye,Haitian
institute,enstiti,Haitian
institution,enstitisyon,Haitian
insult,"ensilt,  joure",Haitian
intelligence,lèspri,Haitian
intend,gen lentansyon,Haitian
intent,lentansyon,Haitian
interfere,entèfere,Haitian
international,entènasyonal,Haitian
interrupt,entrèronp,Haitian
intersection,kafou,Haitian
into,nan,Haitian
introduce,prezante,Haitian
introduction,entwodiksyon,Haitian
invent,envante,Haitian
invisible,envizib,Haitian
invoke,envoke,Haitian
iodine,yòd,Haitian
iron,fè,Haitian
irritate,irite,Haitian
island,"il, zile",Haitian
Italian,italyen,Haitian
group of voudou deities,Iibo,Haitian
dance rhythm associated with Ibo deities,ibo,Haitian
emergency,ijans,Haitian
hygiene,"    ijyèn (ijyenn, lijyèn) ",Haitian
ulcer,ilsè,Haitian
humor,imè,Haitian
humidity,imidite,Haitian
"immorality, misconduct",imoralite (limoralite),Haitian
unite,ini (inyon),Haitian
uniform,inifòm,Haitian
unity,inite,Haitian
"useless, unnecessary",initil,Haitian
university,inivèsite,Haitian
"flood, flooded",inonde,Haitian
union,inyon,Haitian
hypocrite,ipokrit,Haitian
"irritation, inflammation",iritasyon,Haitian
history,istwa,Haitian
useful,itil,Haitian
to use,itilize,Haitian
winter,ivè,Haitian
factory,izin (lizin),Haitian
isolate,"izole, ,J",Haitian
jab,koutpwen,Haitian
jacket,"jakèt, kostim",Haitian
January,janvye,Haitian
jargon,jagon,Haitian
jaw,machwa,Haitian
jealous,jalou,Haitian
jelly,jele,Haitian
jew,jwif,Haitian
jog,pouse,Haitian
join,"rankontre, reyini, koud",Haitian
journalist,jounalis,Haitian
journey,vwayaj,Haitian
joy,kontantman,Haitian
judge,"jij,  jije",Haitian
judgment,jijman,Haitian
jug,krich,Haitian
juice,ji,Haitian
July,juyè,Haitian
jump,"ponpe, vole",Haitian
June,jen,Haitian
junior,jinyò,Haitian
junkwood,kabinaj bwa,Haitian
jury,jiri,Haitian
justice,"lajistis, jistis",Haitian
justify,jistifye,Haitian
landscape,jaden flè,Haitian
Jacmel,Jakmèl,Haitian
parrot,jako,Haitian
a person who repeats everything said,jakorepèt,Haitian
never,"    jamè (janm, pa janm) ",Haitian
manner,jan,Haitian
leg,janm,Haitian
kind,janti,Haitian
bark,jape,Haitian
blind,je pete,Haitian
baby food,jèbè,Haitian
Thursday,jedi,Haitian
moan,jemi,Haitian
young,jèn (jenn),Haitian
narrow,"jennen, jis",Haitian
burden (oneself),jennen,Haitian
lad,jennjan,Haitian
knee,jenou,Haitian
Jesuit,Jezuit,Haitian
judicial,jidisye,Haitian
gymnastic,jimnastik,Haitian
twin,jimo,Haitian
skirt,jip,Haitian
swear,jire (sèmante),Haitian
till,"jis, jiska",Haitian
 fair,"jis, ekitab",Haitian
 even,jis,Haitian
until,"jiska, jiskaske",Haitian
plea,jistifikasyon,Haitian
today,jodi,Haitian
yellow,jòn,Haitian
yolk,jònze,Haitian
up to,jouk,Haitian
pumkin (squash),joumou (kalbas),Haitian
"log, log book","jounal, dosye,  note",Haitian
blame,joure,Haitian
joke around,jwe,Haitian
joint,jwenti,Haitian
enjoyment,"jwisans, ,K,\tK ~ Kreyol pronunciation ( Ka ) ( as in cat ) ",Haitian
kangaroo,kangourou,Haitian
karate,karate,Haitian
keep,"kenbe, sere",Haitian
kerosene,"kewozin, gaz lanp",Haitian
"kettle, large",chodwon,Haitian
key,kle,Haitian
kid,timoun,Haitian
kidney,ren,Haitian
kidney stone,wòch nan ren,Haitian
kill,"tuiye, touye",Haitian
kilometer,kilomèt,Haitian
kin,paran,Haitian
kindness,jantiyès,Haitian
kindling,beapen,Haitian
king,wa,Haitian
kink,"pli, ne",Haitian
kitchen,"kizin, lakizin",Haitian
kite,"sèvolan , kap",Haitian
knack,talan,Haitian
knave,koken,Haitian
kneecap,zo jenou,Haitian
kneel down,mete ajenou v.,Haitian
knife,kouto,Haitian
knit,"brode, trikote",Haitian
knot,ne,Haitian
know,konnen,Haitian
knowledge,"konesans, save",Haitian
known,rekoni,Haitian
knuckle,jwenti dwèt,Haitian
that,konsa - like this,Haitian
tie,kravat,Haitian
mash,kraze,Haitian
sob,kriye,Haitian
"corner, to squeeze",kwense (bare),Haitian
leather,kwi (tchwi),Haitian
calabash bowl,kwi,Haitian
thigh,kwis,Haitian
scalp,kwit tèt,Haitian
"cook, cooked",kwit,Haitian
tripping,kwochèt,Haitian
crookedly,kwochi,Haitian
croak (frog sounds),kwòt-kwòt,Haitian
kiosk,"kyòs,L~ Kreyol pronunciation ( el ) ( as in elevator )",Haitian
labor,travay,Haitian
lace,lase,Haitian
lack,"mank,  manke",Haitian
ladle,louch,Haitian
lake,lak,Haitian
lamb,mouton,Haitian
landlord,pwopriyetè,Haitian
lane,"liy, bò lari",Haitian
language,lang,Haitian
lard,"grès kochon, la",Haitian
large,laj,Haitian
lash,kout fwèt,Haitian
lassitude,kò kraze,Haitian
Latin,Laten,Haitian
laugh,ri,Haitian
lawn,gazon,Haitian
lax,"neglijan, vag",Haitian
lay,"kouche, etann, blayi",Haitian
lazy,parese,Haitian
lease,"lwaye,  lwe",Haitian
least,"mwens, mwenn",Haitian
leave,"kite, lese, pati, sotu",Haitian
leech,"sansi, vantouz",Haitian
leek,poro,Haitian
legal,legal,Haitian
legal resident,legal rezidan,Haitian
legible,lizib,Haitian
leisure,"pastan, lwazi",Haitian
lemon,sitron,Haitian
lend,prete,Haitian
length,longè,Haitian
less,mwens,Haitian
lesson,leson,Haitian
let,kite,Haitian
letter,lèt,Haitian
level,"nivo,  nivle",Haitian
lick,"niche, lanbe",Haitian
lid,"kouvèti, bouchon",Haitian
lie,"manti, boul",Haitian
life,"lavi, vi",Haitian
lift,"leve, monte",Haitian
light,"limyè, leje",Haitian
lightning,zeklè,Haitian
light(weight),leze,Haitian
like,"tankou, kon,  renmen",Haitian
lime,lacho,Haitian
limit,v. limite,Haitian
line,liy,Haitian
link,"lyen,  relye",Haitian
lion,lyon,Haitian
lip,"pobouch, lèv",Haitian
liqeur,likè,Haitian
list,lis,Haitian
listen,v. koute,Haitian
literature,literati,Haitian
little,"piti, enpe",Haitian
little by little,bout pou bout,Haitian
live,"viv, abite, rete",Haitian
lizard,"leza, zandolit",Haitian
lobster,roma,Haitian
local,"lokal, peyi, natif-natal",Haitian
lock,"kadna,  kadnase, bloke",Haitian
lock (of hair),très,Haitian
lodge,"l`j,  ebèje, bay ladesant",Haitian
loft,galata,Haitian
lone,sèl,Haitian
long,lon,Haitian
a long time,lon tan,Haitian
look,rega  gade,Haitian
loop,"riban ,  gade",Haitian
loose,branlan,Haitian
looter,piyajè,Haitian
lose,pèdi,Haitian
lottery,lotri,Haitian
lucid,"lisid, tèt klè",Haitian
lucre,magouyè,Haitian
lump,"mas, gro moso",Haitian
lust,"konvwate,L",Haitian
magic,"majik, sanp",Haitian
madistrate,majistra,Haitian
magnificent,manyifik,Haitian
mahogany,akajou,Haitian
main,"prensipal, santral",Haitian
maintain,mentni,Haitian
major,adj prensipal,Haitian
majority,majorite,Haitian
male,mal,Haitian
malice,malis,Haitian
malign,nuizib,Haitian
man,"mesye, moun, nèg, nonm",Haitian
mango,mango,Haitian
manifold,manifoul,Haitian
mankind,"imanite, limanite",Haitian
mansion,"mansyo, gro kay",Haitian
manual,adj manyèl,Haitian
manuscript,maniskri,Haitian
many,adj anpil,Haitian
March,mas,Haitian
mark,"n mak, tach",Haitian
market,mache,Haitian
marriage,maryaj,Haitian
marry,marye,Haitian
marsh,marekaj,Haitian
Martinique,Matia,Haitian
master,v. metrize,Haitian
mate,n matlo,Haitian
material,adj materyèl,Haitian
maternity,matènite,Haitian
mathematics,matematik,Haitian
matter,"matyè, problem",Haitian
mature,"mi, granmoun",Haitian
May,me,Haitian
maybe,petèt,Haitian
me,mwen,Haitian
meadow,preri,Haitian
meal,"manje , repa",Haitian
mean,"adj move, fache",Haitian
meaning,"siyifikasyon, sans",Haitian
means,mwayen,Haitian
measure,n mezi,Haitian
medical,medikal,Haitian
meet,n rankout,Haitian
meeting,reinyon,Haitian
member,"manm, manb",Haitian
menace,n menas,Haitian
mend,"v rapyese , rakomode",Haitian
mental,mantal,Haitian
mention,mansyone,Haitian
merchant,koèsan,Haitian
mercury,mèji,Haitian
mercy,pitye,Haitian
merit,n merit,Haitian
message,mesaj,Haitian
middle,adv omilye,Haitian
Middle East,Mwayennoryan,Haitian
might,adv petèt,Haitian
militia man,milisyen,Haitian
million,milyon,Haitian
mind,lespri,Haitian
mine,n min,Haitian
minister,pastè,Haitian
minor,minè,Haitian
mint,mant,Haitian
minute,minit,Haitian
miracle,mirak,Haitian
mirror,"miwa, glas",Haitian
misery,mizè,Haitian
misfortune,malè,Haitian
misguide,pedi,Haitian
miss,make,Haitian
mission,misyon,Haitian
missionary,misyonè,Haitian
mist,labrim,Haitian
mistake,erè,Haitian
mistress,"metrès, sou kote",Haitian
mistrust,n mefyans,Haitian
mix,n melanj,Haitian
mixed up,mele,Haitian
mock,moke,Haitian
model,modil,Haitian
moderate,modere,Haitian
moment,moman,Haitian
Monday,lendi,Haitian
money,"lajan, kòb",Haitian
monger,pousè dife,Haitian
monkey,makak,Haitian
monster,mons,Haitian
month,mwa,Haitian
moon,lalin,Haitian
more,adj plis,Haitian
more than,"pi plis, pi gran pase",Haitian
morning,maten,Haitian
moss,bab panyòl,Haitian
mother,manman,Haitian
motion,mouvman,Haitian
motor,motè,Haitian
mountain,"mòn, montay",Haitian
mourn,pote sèy,Haitian
mouse,sourit,Haitian
moustache,moustach,Haitian
move into,v. enstale (pronoun),Haitian
movement,mouman,Haitian
mud,labou,Haitian
music,mizik,Haitian
mute,bèbè,Haitian
mutual,resipwòk,Haitian
mysterious,"mistik,\tM ",Haitian
nail,"klou,  kloure",Haitian
naked,toutouni,Haitian
name,"non,  nonmen",Haitian
nap,kabicha,Haitian
napkin,sèvyèt,Haitian
narrate,rakonte,Haitian
nation,nasyon,Haitian
nationaity,nasyonalite,Haitian
native,natif-natal,Haitian
naughty,vakabon,Haitian
near,"toupre, akote, pre",Haitian
neat,pwòp,Haitian
necessary,nesesè,Haitian
neck,kou,Haitian
needle,"zegi, egui",Haitian
neglect,neglije,Haitian
neighbor,vwazen,Haitian
neither,"ni youn ni lòt, ni ... ni",Haitian
nephew,neve,Haitian
nest,nich,Haitian
new,"nouvo, nèf",Haitian
New York,Nouyèk,Haitian
news,nouvèl,Haitian
next,pwochen,Haitian
niece,nyès,Haitian
night,"lanuit, nuit",Haitian
nine,nèf,Haitian
ninety,katrevendis,Haitian
nip,"zongle, koupe, kase boujon",Haitian
no,non okenn,Haitian
nobody,pèsonn,Haitian
nod,souke tèt,Haitian
nomination,nominasyon,Haitian
nonsense,nonsans,Haitian
noon,midi,Haitian
noose,nekoulan,Haitian
nor,ni,Haitian
normal,nèmal,Haitian
nose,nen,Haitian
nostril,"twou nen, narin",Haitian
not,pa,Haitian
note,"nòt,  note",Haitian
notion,nosyon,Haitian
nourish,nouri,Haitian
novel,roman,Haitian
November,novanm,Haitian
now,kounye-a,Haitian
nowhere,okenn kote,Haitian
noxious,nosif,Haitian
nuclear,nikleyè,Haitian
nuisance,nizans,Haitian
nurse,"enfimyè, mis",Haitian
nut,nwa,Haitian
oak,bwatchèn,Haitian
oar,zaviron,Haitian
oath,sèman,Haitian
obediet,obeyisan obese,Haitian
obligate,ablije,Haitian
obliged,blije,Haitian
oblivious,enkonsyan,Haitian
obscene,obsèn,Haitian
observe,obsève,Haitian
observation,obsèvayon,Haitian
obsess,obsede,Haitian
obstacle,obstak,Haitian
obstruct,"bare, bouche",Haitian
obtain,"pran, obteni",Haitian
obvious,"evedan, aklè",Haitian
occasion,okazyon,Haitian
occupy,"okipe, pran",Haitian
ocean,loseyan,Haitian
October,oktòb,Haitian
odor,"odè, lòdè",Haitian
off,etenn,Haitian
offend,ofanses,Haitian
offense,ofans,Haitian
offer,v ofri,Haitian
oil,n luil,Haitian
OK,se byen,Haitian
old,"vye, aje",Haitian
olive,oliv,Haitian
omen,prezaj,Haitian
on,limen,Haitian
on (the day of ),nan jou ki te (...)-la,Haitian
once,"onfwa, yon sèl fwa",Haitian
once upon a time,sè tè youn fwa,Haitian
one,"youn, en",Haitian
one would say,on dire,Haitian
oneself,prn menm,Haitian
onion,zonyon,Haitian
only,"sèlman, sèl",Haitian
onto,prp sou,Haitian
open,"puvri, louvri",Haitian
operation,operasyon,Haitian
opinion,opinyon,Haitian
opportunity,opòtinite,Haitian
or,"oswa, oubyen, osinon, ou",Haitian
oral,oral,Haitian
orange,"zoranj (fruit), oranj (color)",Haitian
order,"n lòd, kòmann",Haitian
ordinary,"òdinè, banal",Haitian
ore,minrè,Haitian
organic,èganik,Haitian
organization,òganizasyon,Haitian
origin,orijin,Haitian
orphan,òfelen,Haitian
other,lòt,Haitian
our,nou,Haitian
ours,pan,Haitian
outcome,rezilta,Haitian
outlet,sikisal,Haitian
outlook,pespektiv,Haitian
outrageous,ekzòbitan,Haitian
overcharge,majore,Haitian
overcoat,padsi,Haitian
owl,koukou,Haitian
own,"posede, genyen",Haitian
owner,"proprietè, mèt",Haitian
oxtail,ke bèf,Haitian
oyster,"zwit,\t,\tO o - oh!",Haitian
package,pakèt,Haitian
page,paj,Haitian
pacific,pasifik,Haitian
padlock,kadna,Haitian
paint,v pentire,Haitian
painting,tablo,Haitian
pair,n pè,Haitian
palm,"pye palmis, plamye",Haitian
palsy,paralize,Haitian
Panama,Pènama,Haitian
pan,"n kasròl, bonm",Haitian
panic,n panik,Haitian
pantry,gadmanje,Haitian
pants,pantalon,Haitian
papaya,papay,Haitian
paper,paye,Haitian
paradise,paradi,Haitian
parcel,n palè,Haitian
parch,v griye,Haitian
parent,"paran, fanmi",Haitian
parley,v palmante,Haitian
parole,pawèl,Haitian
parsley,pèsi,Haitian
part,"moso, pyès",Haitian
partake,patisipe,Haitian
participation,patispasyon,Haitian
particular,"espesyal, patikilye",Haitian
passenger,pasaje,Haitian
passion,pasyon,Haitian
passport,paspò,Haitian
past,lepase,Haitian
pastry,patisri,Haitian
patch,"n patch, pyès",Haitian
patience,pasyans,Haitian
pattern,"n modèl, egzanp",Haitian
pauper,"pòv, endijan",Haitian
paw,"pat, grif",Haitian
pawn,plannen,Haitian
pea,pwa,Haitian
peace,lapè,Haitian
peach,pèch,Haitian
peak,"tèt, somè",Haitian
peasant,"peyizan, abitan",Haitian
peck,v beke,Haitian
peculiar,spesifik,Haitian
pedal,n pedal,Haitian
pee,pipi - pese,Haitian
peek,v gade vit,Haitian
peel,v kale,Haitian
peep,v fè jouda,Haitian
pelt,v kalonnen,Haitian
pencil,kreyon,Haitian
people,"moun, pèp",Haitian
pepper,"pwav, piman",Haitian
percent,pousantaj,Haitian
perform,"egzekite, fè travay",Haitian
performance,pèfomans,Haitian
perfume,pafen,Haitian
periodic,peryodik,Haitian
periodic table,tablo peryodik,Haitian
perish,peri,Haitian
per up ones ears,kole zorèy,Haitian
permission,pèmisyon,Haitian
permit,"n lisans, pèmi",Haitian
persecute,pèsekite,Haitian
persist,pèsiste,Haitian
person,moun,Haitian
personnel,pèsonèl,Haitian
perspiration,swè,Haitian
persuade,pèsuade,Haitian
pet,n bèt kay,Haitian
petrol,petròl,Haitian
physical education,edikasyon fizik,Haitian
pick,"v ranmase, pran",Haitian
picnic,piknik,Haitian
pie,tat,Haitian
piece,"n moso, pyès",Haitian
pierce,pèse,Haitian
pile,n pil,Haitian
pillar,"poto, pilye",Haitian
pillow,zorye,Haitian
pimple,bouton,Haitian
pincers,pens,Haitian
pinch,v zongle,Haitian
pine,bwapen,Haitian
pink,roz,Haitian
pipe,"n pip, tiyo",Haitian
pity,n pitye,Haitian
place,n kote,Haitian
placebo,plasebo,Haitian
placid,trankil,Haitian
plain,"adj klè, kare",Haitian
plian,n laplenn,Haitian
plait,n très,Haitian
plan,plan,Haitian
plane (flat area),plèn,Haitian
plant,n plant,Haitian
plantain,bannan ( food: bannan pezé ),Haitian
plate,"asyèt, plat",Haitian
plead,"plede, enplore",Haitian
please,"v plè kontante, tanpri",Haitian
please note,note byen,Haitian
please!,"silvouple!, souple!",Haitian
pledge,n gaj,Haitian
plot,v konplote,Haitian
plot (of land),"n pasèl, teren",Haitian
plug,v bouche,Haitian
plum,prin,Haitian
plump,gra,Haitian
pneumonia,nemoni,Haitian
pocket,n pòch,Haitian
point,v montre,Haitian
poker,pokè,Haitian
police,"polis, lapolis",Haitian
political,politikal,Haitian
politics,politik,Haitian
poll,"n vòt, eleksyon",Haitian
pond,basen,Haitian
ponder,reflechi,Haitian
pool,pisin,Haitian
poor,pòv,Haitian
very poor,brizorye,Haitian
population,popilasyon,Haitian
Port-au-Prince,Pòroprens,Haitian
porter,pòtè,Haitian
pose,pòz,Haitian
possess,posede,Haitian
possibility,posiblite,Haitian
possibly,posib,Haitian
post,v poste,Haitian
post office,n lapòs,Haitian
postman,faktè,Haitian
pot,po,Haitian
potato,pòmdetè,Haitian
potato (sweet potato),patat,Haitian
poverty,povrete,Haitian
powder,poud,Haitian
practically,prèxke,Haitian
praise,v glorifye,Haitian
pray,priye,Haitian
prayer,lapryè,Haitian
precede,"presede, vin anvan",Haitian
precise,"presi, egzak",Haitian
predict,predi,Haitian
prediction,prediksyon,Haitian
preface,n prefas,Haitian
prefer,"prefer, pito",Haitian
prejudice,n prejije,Haitian
prepare,prepare,Haitian
presence,prezans,Haitian
present,"adj la, prezan",Haitian
preserve,v prezève,Haitian
preside,prezide,Haitian
president,prezidan,Haitian
press,v peze,Haitian
press (news),n laprès,Haitian
pretend,pretann,Haitian
previous,presedan,Haitian
price,pri,Haitian
prick,v pike,Haitian
priest,"pè, prèt",Haitian
primary,anpremye,Haitian
primarily,premyèman,Haitian
principle,prensip,Haitian
print,v enprime,Haitian
prison,prizon,Haitian
private,prive,Haitian
probability,pwobabilite,Haitian
probable,prbab,Haitian
proceeds,"benefis, montan",Haitian
process,n. pwosesis,Haitian
proclaim,prklame,Haitian
procreate,"prokreye, fè pitit",Haitian
procure,"bay, fè jwenn",Haitian
profane,v. pwofane,Haitian
profession,"metye, pwofesyon",Haitian
professor,profesè,Haitian
profuse,abondan,Haitian
program,pwogram,Haitian
prohibit,defann,Haitian
prolong,prolonje,Haitian
promise,n promès,Haitian
prompt,rapid,Haitian
pronounce,prononse,Haitian
proof,n prèv,Haitian
proper,"onèt, konvnab",Haitian
property,"propriyete, byen",Haitian
propose,propoze,Haitian
prosper,"prospere, rive, reyisi",Haitian
protect,proteje,Haitian
prototype,pwototip,Haitian
protrude,"leve, pouse, soti",Haitian
prove,prouve,Haitian
provided that,pouri ke,Haitian
prowl,v rode,Haitian
pub,"kafe, bistro",Haitian
publish,pibliye,Haitian
puff,n souf,Haitian
puke,v vomi,Haitian
pull,"rale, tire",Haitian
pulley,pouli,Haitian
pump,n ponp,Haitian
punish,"pini, reprimande",Haitian
punishment,pinisyon,Haitian
pupil,elèv,Haitian
puppet,"poupe, mannken",Haitian
purify,pirifye,Haitian
on purpose,esprè,Haitian
pursue,pouswiv,Haitian
push,v pouse,Haitian
put under way,mete sou pye,Haitian
quadruple,kat fwa,Haitian
quaint,dròl,Haitian
quake,tranbleman tè,Haitian
qualify,v. kalifye,Haitian
quality,kalite,Haitian
qualm,"kèplen, noze",Haitian
quantity,kantite,Haitian
quarrel,"batay, gouman",Haitian
quarter,katye onka,Haitian
quash,"kraze, toufe",Haitian
queen,rèn,Haitian
quench,"etenn, tranpe",Haitian
question,"kesyon,  kesyone",Haitian
quickly,vit,Haitian
quilt,"kouvèti, lenn",Haitian
quit,"kite, lage",Haitian
quiz,"egzamen,  ",Haitian
rabid,anraje,Haitian
rabbit,lapen,Haitian
race,v fè kous,Haitian
race (species),"n ras, rasmoun",Haitian
rack,etajè,Haitian
radiator,radyatè,Haitian
radio,radyo,Haitian
radish,radi,Haitian
rag,ranyon,Haitian
ragamuffin,sanzave,Haitian
rage,raj,Haitian
rail,"baro, parapè",Haitian
rain,n lapli,Haitian
misty rain,farinen,Haitian
torrential rain,lavalas,Haitian
rally,n raliman,Haitian
ramble,divage,Haitian
ramp,ranp,Haitian
rancid,ransi,Haitian
random,aza,Haitian
rank,n grad,Haitian
ransom,ranson,Haitian
rape,v vyole,Haitian
rapid,"rapid, vit",Haitian
rare,adj ra,Haitian
rarely,raman,Haitian
rash,adj enpridan,Haitian
rasp,"v kòche, rape",Haitian
rat,rat,Haitian
rate,"n pousantaj, to",Haitian
rather,pito,Haitian
ration,rasyon,Haitian
raven,"kaw, boustabak",Haitian
ravine,ravin,Haitian
raw,kri,Haitian
ray,reyon,Haitian
razor,razwa,Haitian
read,"li, fè lekti",Haitian
ready,adj pare,Haitian
real,"reyèl, tout bon",Haitian
reality,reyalite,Haitian
realize,reyalize,Haitian
really,"konsa menm, vrèman",Haitian
reason,n rezon,Haitian
reassure,rasire,Haitian
rebellion,rebelyon,Haitian
rebellious,rebèl,Haitian
rebuke,"reprimande, rele sou",Haitian
receive,resevwa,Haitian
recent,resan,Haitian
reception,resèpsyon,Haitian
reception room,sal resèpsyon,Haitian
recess,n rekreyasyon,Haitian
recommend,rekòmande,Haitian
recommendation,rekomandasyon,Haitian
recommence,v rekomanse,Haitian
recover,"repran, rejwenn",Haitian
red,rouj,Haitian
reel,n bobin,Haitian
refer,v refere,Haitian
refugee,refigye,Haitian
refuse,n fatra,Haitian
regard,"n rega, koutje",Haitian
region,"rejyon, zòn",Haitian
register,v. enskri,Haitian
registration,enskripsyon,Haitian
regret,n chagren,Haitian
reject,n rejè,Haitian
relate,"v rakonte, relate",Haitian
relation,relasyon,Haitian
release,n liberasyon,Haitian
remain,n restan,Haitian
remark,n remak,Haitian
reamrk,v remake,Haitian
remedy,n remèd,Haitian
remember,sonje,Haitian
remind,"raple, fè sonje",Haitian
remission,konvalesans,Haitian
remit,remèt,Haitian
remorse,remò,Haitian
remote,"adj adistans, lwen",Haitian
remove,"retire, wete",Haitian
render,"remèt, rann, tradui (lang)",Haitian
rent,n lwaye,Haitian
repair,"ranje, repare",Haitian
repeat,v repete,Haitian
reply,v. reponn,Haitian
report,rapè,Haitian
represent,v. reprezante,Haitian
representative,n. reprezantatif,Haitian
reproduction,repwodiksyon,Haitian
reputation,repitasyon,Haitian
research,rechèch,Haitian
resell,v. revann,Haitian
resemble,v. sanble,Haitian
reserved,rezève,Haitian
reserved seat,plas rezève,Haitian
residence,residans,Haitian
resist,reziste,Haitian
resource,resous,Haitian
respect,n respè,Haitian
respond,reponn,Haitian
response,repons,Haitian
responsible,responsab,Haitian
responsibility,responsabilite,Haitian
rest,"v repoze, rete",Haitian
restaurant,restoran,Haitian
restrict,restrenn,Haitian
return,"tounen, retounen",Haitian
revenge,revanj,Haitian
review,"n revi, revisyon",Haitian
revise,v korije,Haitian
reward,n rekonpans,Haitian
rib,"kòt, zokòt",Haitian
